title,property_size,bedrooms,bathrooms,furnishing,Region,Region Name,Region_Parent_Name,is_boost,price
6bdrm Duplex in Omole Gra Ph 1 Ikeja for sale,350.0,6,6,Semi Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,diamond,950000000
"4bdrm Duplex in Ajah Lekky Near, Thomas Estate for sale",300.0,4,5,Semi Furnished,"Ajah, Thomas Estate",Thomas Estate,Lagos State,diamond,165000000
5bdrm Duplex in Ajah Abraham for sale,300.0,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,diamond,250000000
"Furnished 3bdrm Block of Flats in Secured Estate, Adeniyi Jones",600.0,3,3,Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,280000000
4bdrm House in Kubwa for sale,250.0,4,4,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),enterprise,160000000
3bdrm Apartment in Life Camp for sale,150.0,3,3,Semi Furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,90000000
"5bdrm Duplex in Secured Estate, Adeniyi Jones for sale",350.0,5,5,Semi Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,enterprise,440000000
4bdrm Duplex in Ikota Gra By Mega for sale,250.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,185000000
5bdrm Duplex in Ajah In A Gated for sale,400.0,5,5,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,diamond,270000000
4bdrm Duplex in Opebi Lagos for sale,400.0,4,6,Unfurnished,"Ikeja, Opebi",Opebi,Lagos State,enterprise,450000000
4bdrm Duplex in Ikeja Gra Lagos for sale,450.0,4,5,Unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,enterprise,570000000
4bdrm Duplex in Ikota for sale,100.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,135000000
5bdrm Duplex in Ikota for sale,500.0,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,660000000
5bdrm Duplex in Kado Abuja for sale,500.0,5,7,Unfurnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),enterprise,700000000
3bdrm Apartment in Yaba for sale,450.0,3,3,Unfurnished,"Lagos State, Yaba",Yaba,Lagos State,enterprise,150000000
2bdrm Apartment in Life Camp for sale,5000.0,2,2,Semi Furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,172000000
"Furnished 3bdrm Block of Flats in Ogooluwa Estate, Ijede / Ikorodu",652.0,3,4,Furnished,"Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Lagos State,diamond,55000000
4bdrm Duplex in Magodo Gra Phase 1 for sale,150.0,4,5,Semi Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,enterprise,310000000
5bdrm Duplex in Ikota for sale,600.0,5,5,Semi Furnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,300000000
3bdrm Bungalow in Benin City for sale,450.0,3,2,Unfurnished,"Edo State, Benin City",Benin City,Edo State,diamond,10000000
3bdrm Bungalow in Benin City for sale,450.0,3,3,Unfurnished,"Edo State, Benin City",Benin City,Edo State,diamond,37000000
"Furnished 3bdrm Duplex in Unity Estate, Berger for sale",300.0,3,3,Furnished,"Ojodu, Berger",Berger,Lagos State,enterprise,120000000
4bdrm Duplex in Ipaja / Ipaja for sale,326.0,4,4,Unfurnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Lagos State,diamond,85000000
Furnished 3bdrm Apartment in Surulere for sale,150.0,3,4,Furnished,"Surulere, Aguda / Surulere",Aguda / Surulere,Lagos State,enterprise,120000000
Furnished 3bdrm Apartment in Pen Cinema for sale,300.0,3,3,Furnished,"Agege, Pen Cinema",Pen Cinema,Lagos State,diamond,110000000
5bdrm Duplex in Lekki Phase 1 for sale,347.0,5,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,diamond,680000000
"3bdrm Duplex in Estate, Life Camp for sale",850.0,3,3,Semi Furnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,enterprise,200000000
"3bdrm Apartment in Ikate, Lekki Phase 1 for sale",150.0,3,3,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,160000000
"4bdrm Duplex in Orchid Road, Lekki for sale",200.0,4,4,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,165000000
"5bdrm Duplex in Fully Detached, Katampe Extension for sale",1500.0,5,5,Semi Furnished,"Katampe, Katampe Extension",Katampe Extension,Katampe,enterprise,950000000
"Furnished 2bdrm Apartment in Sangotedo, Lekki for sale",150.0,2,2,Furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,60000000
3bdrm Duplex in Apo Resettlement for sale,350.0,3,4,Unfurnished,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,diamond,340000000
"5bdrm Duplex in Inside An Estate In, Ikota for sale",380.0,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,680000000
"3bdrm Block of Flats in Greenland Estate, Iseri Olofin for sale",640.0,3,3,Unfurnished,"Alimosho, Iseri Olofin",Iseri Olofin,Lagos State,diamond,200000000
"4bdrm Duplex in In An Estate, GRA Phase 1 for sale",300.0,4,4,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,diamond,400000000
3bdrm Bungalow in Gwarinpa Gear for sale,700.0,3,4,Semi Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,190000000
"4bdrm Duplex in Inside An Estate, Gbagada for sale",280.0,4,4,Unfurnished,"Lagos State, Gbagada",Gbagada,Lagos State,diamond,310000000
4bdrm Bungalow in Lasustech First Gate for sale,649.0,4,4,Unfurnished,"Lagos State, Ikorodu",Ikorodu,Lagos State,diamond,35000000
5bdrm Duplex in Guzape District for sale,650.0,5,5,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),enterprise,750000000
"5bdrm Mansion in Hosana Estate, Ago Palace for sale",650.0,5,5,Unfurnished,"Isolo, Ago Palace",Ago Palace,Lagos State,diamond,360000000
Furnished 4bdrm Duplex in Ruuodomaya for sale,700.0,4,5,Furnished,"Port-Harcourt, Ruuodomaya",Ruuodomaya,Port-Harcourt,enterprise,175000000
"4bdrm Duplex in Inside Estate, Maryland for sale",250.0,4,4,Unfurnished,"Lagos State, Maryland",Maryland,Lagos State,diamond,290000000
"4bdrm Duplex in In An Estate, Ogudu GRA for sale",320.0,4,4,Unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,diamond,500000000
Furnished 4bdrm Duplex in Omole Phase 2 for sale,280.0,4,4,Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,diamond,290000000
3bdrm Block of Flats in Shangisha Avenue for sale,620.0,3,3,Unfurnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,diamond,450000000
3bdrm Bungalow in Akure for sale,600.0,3,4,Semi Furnished,"Ondo State, Akure",Akure,Ondo State,diamond,60000000
4bdrm Duplex in Private Estate Ogba for sale,200.0,4,4,Semi Furnished,"Ogba, Aguda / Ogba",Aguda / Ogba,Lagos State,enterprise,195000000
"3bdrm Block of Flats in Off Pedro Road, Shomolu / Shomolu for sale",600.0,3,3,Semi Furnished,"Shomolu, Shomolu / Shomolu",Shomolu / Shomolu,Lagos State,enterprise,480000000
Furnished 4bdrm Duplex in Apple Junction for sale,500.0,4,4,Furnished,"Amuwo-Odofin, Apple Junction",Apple Junction,Lagos State,enterprise,400000000
3bdrm Block of Flats in Ajelogo-Kosofe for sale,600.0,3,3,Unfurnished,"Kosofe, Kosofe / Kosofe",Kosofe / Kosofe,Lagos State,enterprise,165000000
Furnished 2bdrm Apartment in Gwarinpa for sale,700.0,2,2,Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,250000000
"5bdrm Penthouse in Engineer Lere Adigun, Basorun for sale",500.0,5,6,Semi Furnished,"Ibadan, Basorun",Basorun,Ibadan,enterprise,420000000
5bdrm House in Gwarinpa for sale,500.0,5,5,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,240000000
4bdrm Duplex in Lokogoma for sale,500.0,4,4,Unfurnished,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),diamond,320000000
4bdrm House in Apo Resettlement for sale,500.0,4,4,Unfurnished,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,diamond,250000000
"12bdrm Block of Flats in Aromolaran Estate, Agodi for sale",700.0,12,12,Unfurnished,"Ibadan, Agodi",Agodi,Ibadan,enterprise,68000000
"4bdrm Duplex in Akala Estate, Akobo for sale",450.0,4,5,Semi Furnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,160000000
"6bdrm Duplex in Sunnyvale Estate, Dakwo District for sale",700.0,6,6,Semi Furnished,"Abuja (FCT), Dakwo District",Dakwo District,Abuja (FCT),diamond,470000000
5bdrm Duplex in Utako for sale,500.0,5,5,Unfurnished,"Abuja (FCT), Utako",Utako,Abuja (FCT),diamond,680000000
"4bdrm Bungalow in Oke-Badan Estate, Akobo for sale",650.0,4,5,Semi Furnished,"Ibadan, Akobo",Akobo,Ibadan,enterprise,150000000
4bdrm House in Jahi for sale,500.0,4,4,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),diamond,380000000
5bdrm Duplex in Gwarinpa for sale,800.0,5,5,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,480000000
"4bdrm Duplex in Orchid, Lekki for sale",250.0,4,4,Semi Furnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,230000000
"5bdrm Duplex in Megamound, Ikota for sale",600.0,5,6,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,660000000
"7bdrm Duplex in Efab Metropolis, Gwarinpa for sale",1200.0,7,7,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,420000000
"5bdrm Duplex in A Well Secured, Chevron for sale",400.0,5,6,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,diamond,500000000
4bdrm Duplex in Ikota Gra for sale,200.0,4,4,Semi Furnished,"Lekki, Ikota",Ikota,Lagos State,diamond,140000000
3bdrm Block of Flats in Karu for sale,1500.0,3,4,Unfurnished,"Abuja (FCT), Karu",Karu,Abuja (FCT),diamond,85000000
"4bdrm Duplex in Orchid Estate, Ikota for sale",200.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,220000000
5bdrm Duplex in Galadimawa for sale,500.0,5,5,Unfurnished,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),enterprise,550000000
2bdrm Block of Flats in Lekki Phase 1 for sale,170.0,2,2,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,diamond,350000000
2bdrm Apartment in Ologolo for sale,124.0,2,2,Semi Furnished,"Lekki, Ologolo",Ologolo,Lagos State,diamond,125000000
3bdrm Bungalow in Basorun Housing for sale,700.0,3,4,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,125000000
2bdrm Apartment in Ikate for sale,150.0,2,2,Semi Furnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,180000000
3bdrm Penthouse in Ikate for sale,200.0,3,3,Semi Furnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,250000000
4bdrm Duplex in Ajah for sale,600.0,4,4,Semi Furnished,"Lagos State, Ajah",Ajah,Lagos State,enterprise,650000000
4bdrm Duplex in Sangotedo for sale,323.0,4,4,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,diamond,150000000
4bdrm Duplex in Ikate for sale,350.0,4,4,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,diamond,220000000
4bdrm Duplex in Bakeville Estate At for sale,200.0,4,4,Semi Furnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,enterprise,90000000
4bdrm Duplex in Jabi for sale,250.0,4,5,Unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),diamond,360000000
5bdrm Duplex in Life Camp for sale,1000.0,5,6,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,diamond,600000000
"2bdrm Block of Flats in Fo1, Kubwa for sale",900.0,2,3,Semi Furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,75000000
3bdrm Block of Flats in Karsana for sale,150.0,3,4,Unfurnished,"Gwagwa, Karsana",Karsana,Gwagwa,diamond,75000000
3bdrm Block of Flats in Wuye for sale,100.0,3,4,Unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),diamond,140000000
6bdrm Block of Flats in Gemade  Estate  for sale,650.0,6,3,Semi Furnished,"Alimosho, Egbeda",Egbeda,Lagos State,diamond,330000000
"4bdrm Bungalow in Dalemo, Abule Egba for sale",600.0,4,4,Semi Furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,diamond,95000000
3bdrm Duplex in Ilaje for sale,600.0,3,3,Unfurnished,"Ondo State, Ilaje",Ilaje,Ondo State,enterprise,105000000
2bdrm Apartment in Ikate for sale,1000.0,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,180000000
5bdrm Duplex in Lekki Phase 1 for sale,200.0,5,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,800000000
3bdrm Bungalow in Ibeju for sale,350.0,3,3,Unfurnished,"Lagos State, Ibeju",Ibeju,Lagos State,enterprise,75000000
4bdrm Duplex in Mabushi for sale,350.0,4,4,Semi Furnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,380000000
4bdrm Duplex in GRA Phase 1 for sale,400.0,4,5,Semi Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,diamond,450000000
"6bdrm Duplex in Estate, Gwarinpa for sale",1000.0,6,6,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,750000000
4bdrm Maisonette in Opebi for sale,250.0,4,5,Semi Furnished,"Ikeja, Opebi",Opebi,Lagos State,diamond,420000000
"2bdrm Apartment in Ajah, Off Lekki-Epe Expressway for sale",300.0,2,2,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,enterprise,80000000
"2bdrm Duplex in Orchid, Chevron for sale",300.0,2,2,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,107000000
4bdrm Duplex in Lekki Phase 1 for sale,300.0,4,4,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,enterprise,450000000
"5bdrm Duplex in Royal Garden Estate, Off Lekki-Epe Expressway for sale",630.0,5,5,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,enterprise,550000000
"3bdrm Duplex in Orchid, Chevron for sale",250.0,3,3,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,enterprise,150000000
4bdrm Duplex in Ajah for sale,250.0,4,4,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,enterprise,160000000
"8bdrm Duplex in Parkia Estate, Alalubosa for sale",1600.0,8,9,Semi Furnished,"Ibadan, Alalubosa",Alalubosa,Ibadan,enterprise,300000000
"5bdrm Duplex in Cowrie Creek, Ikate for sale",400.0,5,5,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,950000000
1bdrm Penthouse in Ikate for sale,250.0,1,1,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,130000000
3bdrm Duplex in Abraham Adesanya Estate for sale,200.0,3,3,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,enterprise,95000000
2bdrm Apartment in Ikate for sale,250.0,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,enterprise,220000000
4bdrm Duplex in Wuse 2 for sale,350.0,4,4,Unfurnished,"Abuja (FCT), Wuse 2",Wuse 2,Abuja (FCT),enterprise,750000000
4bdrm Duplex in Okota for sale,800.0,4,4,Unfurnished,"Isolo, Okota",Okota,Lagos State,enterprise,280000000
3bdrm Apartment in Phase 1 / Gbagada for sale,350.0,3,3,Semi Furnished,"Gbagada, Phase 1 / Gbagada",Phase 1 / Gbagada,Lagos State,enterprise,160000000
"4bdrm Duplex in Millennium Estate, Millenuim/UPS for sale",230.0,4,4,Semi Furnished,"Gbagada, Millenuim/UPS",Millenuim/UPS,Lagos State,enterprise,400000000
"8bdrm Block of Flats in Second Gate,, Iwo Road for sale",500.0,8,12,Unfurnished,"Ibadan, Iwo Road",Iwo Road,Ibadan,enterprise,85000000
3bdrm Bungalow in Efab Verizon Karsana for sale,750.0,3,4,Semi Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,185000000
5bdrm Duplex in Omole Phase2 for sale,600.0,5,5,Unfurnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,diamond,550000000
"5bdrm Duplex in No, Lekki Phase 1 for sale",640.0,5,5,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,diamond,700000000
4bdrm Duplex in Maryland for sale,550.0,4,4,Unfurnished,"Lagos State, Maryland",Maryland,Lagos State,diamond,300000000
"6bdrm Apartment in Estate, Rukpokwu for sale",450.0,6,6,Unfurnished,"Port-Harcourt, Rukpokwu",Rukpokwu,Port-Harcourt,diamond,350000000
"4bdrm Duplex in Greenland Estate, Mende for sale",635.0,4,4,Unfurnished,"Maryland, Mende",Mende,Lagos State,diamond,250000000
"4bdrm Bungalow in Queens Efab Estate, Gwarinpa for sale",1000.0,4,4,Semi Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,400000000
4bdrm Bungalow in By Lord'S Choosen for sale,465.0,4,4,Semi Furnished,"Imo State, Owerri",Owerri,Imo State,diamond,95000000
"4bdrm Duplex in Arougba,Airport Road, Benin City for sale",1100.0,4,5,Unfurnished,"Edo State, Benin City",Benin City,Edo State,diamond,220000000
5bdrm Duplex in Chevron for sale,600.0,5,6,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,diamond,350000000
5bdrm Bungalow in Umuguma Owerri Imo for sale,465.0,5,5,Semi Furnished,"Imo State, Owerri",Owerri,Imo State,diamond,55500000
"5bdrm Duplex in Gated Estate, Off for sale",465.0,5,5,Unfurnished,"Port-Harcourt, East West Road",East West Road,Port-Harcourt,diamond,190000000
"6bdrm Duplex in Independent Layout,  for sale",1000.0,6,6,Semi Furnished,"Enugu State, Enugu",Enugu,Enugu State,diamond,385000000
10bdrm Block of Flats in Near Osisioma  for sale,930.0,10,10,Semi Furnished,"Abia State, Aba North",Aba North,Abia State,diamond,210000000
"4bdrm Bungalow in Obi Wali ,Rumuigbo for sale",930.0,4,4,Semi Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,diamond,65000000
5bdrm Duplex in Ikota for sale,500.0,5,6,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,diamond,550000000
Furnished 19bdrm Block of Flats in Ayobo for sale,620.0,19,20,Furnished,"Ipaja, Ayobo",Ayobo,Lagos State,diamond,165000000
4bdrm Duplex in Ikota for sale,450.0,4,4,Semi Furnished,"Lekki, Ikota",Ikota,Lagos State,enterprise,180000000
"3bdrm Bungalow in Afolabi, Igando / Ikotun/Igando for sale",500.0,3,2,Unfurnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,diamond,35000000
"Furnished 3bdrm Bungalow in Agric Estate, Igando / Ikotun/Igando",550.0,3,3,Furnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,diamond,65000000
"Furnished 3bdrm Block of Flats in Ijaiye Lagos, Alagbado for sale",600.0,3,3,Furnished,"Ifako-Ijaiye, Alagbado",Alagbado,Lagos State,diamond,120000000
"Furnished 4bdrm Duplex in Chevron, Lekki for sale",250.0,4,5,Furnished,"Lagos State, Lekki",Lekki,Lagos State,enterprise,350000000
5bdrm Duplex in Berger for sale,760.0,5,5,Unfurnished,"Ojodu, Berger",Berger,Lagos State,diamond,600000000
4bdrm Bungalow in Ado Otta for sale,900.0,4,4,Unfurnished,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,diamond,17000000
"3bdrm Bungalow in Agric Road, Igando / Ikotun/Igando for sale",300.0,3,3,Unfurnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,diamond,22000000
Furnished 4bdrm Duplex in Oregun for sale,300.0,4,4,Furnished,"Ikeja, Oregun",Oregun,Lagos State,diamond,300000000
"3bdrm Duplex in Emerald Duplexes, Ogombo for sale",300.0,3,5,Semi Furnished,"Ajah, Ogombo",Ogombo,Lagos State,diamond,180000000
"5bdrm Duplex in Jahi Gilmore,Fct for sale",500.0,5,5,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),diamond,500000000
"6bdrm Bungalow in Gwarimpa Estate Fct, Gwarinpa for sale",600.0,6,6,Semi Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),diamond,180000000
"3bdrm Apartment in Jahi Gilmore, Abuja for sale",350.0,3,4,Semi Furnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),enterprise,200000000
"4bdrm Duplex in Gowon Estate, Egbeda for sale",300.0,4,4,Semi Furnished,"Alimosho, Egbeda",Egbeda,Lagos State,diamond,250000000
5bdrm Duplex in In An Estate for sale,500.0,5,6,Semi Furnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),enterprise,350000000
"6bdrm Bungalow in Lugbe - Abuja, FHA for sale",1000.0,6,6,Unfurnished,"Lugbe District, FHA",FHA,Lagos State,diamond,85000000
"5bdrm Duplex in Lugbe, FHA for sale",1000.0,5,6,Unfurnished,"Lugbe District, FHA",FHA,Lagos State,diamond,120000000
3bdrm Penthouse in Wuye for sale,750.0,3,4,Unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),diamond,1000000000
5bdrm Duplex in Jericho Estate for sale,500.0,5,5,Unfurnished,"Ibadan, Jericho",Jericho,Ibadan,diamond,170000000
5bdrm Duplex in Katampe (Main) for sale,750.0,5,6,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Katampe,diamond,600000000
"4bdrm Duplex in Emmanuel Estate, Jericho for sale",400.0,4,4,Unfurnished,"Ibadan, Jericho",Jericho,Ibadan,diamond,130000000
3bdrm Duplex in Jahi for sale,350.0,3,4,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),diamond,200000000
"4bdrm Duplex in Calton Gate Gra, for sale",450.0,4,4,Unfurnished,"Ibadan, Akobo",Akobo,Ibadan,diamond,290000000
"Furnished 3bdrm Bungalow in Residential Beech, Eleko for sale",420.0,3,3,Furnished,"Ibeju, Eleko",Eleko,Lagos State,diamond,90000000
"3bdrm Bungalow in Goshen Estate, Benin City for sale",450.0,3,3,Unfurnished,"Edo State, Benin City",Benin City,Edo State,enterprise,20000000
Furnished 4bdrm Duplex in Lekki Ologolo Access for sale,600.0,4,4,Furnished,"Lekki, Ologolo",Ologolo,Lagos State,diamond,200000000
Furnished 5bdrm Mansion in Residential Area for sale,600.0,5,5,Furnished,"Lekki, Ikota",Ikota,Lagos State,diamond,660000000
Furnished 5bdrm Mansion in Private Estate Lekki for sale,600.0,5,5,Furnished,"Lekki, Ikate",Ikate,Lagos State,diamond,750000000
"4bdrm Duplex in Ogun State, Abeokuta South for sale",450.0,4,4,Unfurnished,"Ogun State, Abeokuta South",Abeokuta South,Ogun State,diamond,130000000
"Furnished 4bdrm Duplex in Elesekan Residential, Bogije for sale",700.0,4,4,Furnished,"Ibeju, Bogije",Bogije,Lagos State,diamond,140000000
"Furnished 4bdrm Duplex in Private Estate, Bogije for sale",450.0,4,4,Furnished,"Ibeju, Bogije",Bogije,Lagos State,diamond,160000000
20bdrm House in Owerri for sale,800.0,20,13,Unfurnished,"Imo State, Owerri",Owerri,Imo State,enterprise,450000000
"Furnished 3bdrm Duplex in Private Estate, Bogije for sale",500.0,3,3,Furnished,"Ibeju, Bogije",Bogije,Lagos State,diamond,180000000
5bdrm Duplex in Omole Phase1 Gra for sale,330.0,5,6,Semi Furnished,"Ikeja, Omole Phase 1",Omole Phase 1,Lagos State,diamond,550000000
"4bdrm House in Akinola Cole, Adeniyi Jones for sale",180.0,4,4,Semi Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,diamond,380000000
3bdrm Apartment in Durumi for sale,250.0,3,3,Unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),diamond,90000000
"Furnished 4bdrm Duplex in Ikeja, Opebi for sale",500.0,4,5,Furnished,"Ikeja, Opebi",Opebi,Lagos State,diamond,350000000
